ZIP,date,Number of returns,Paid Preparer Helped,Number of exemptions,Number of dependents,Number of Salaries in AGI,Number of farm returns,Net capital gain (less loss) in AGI,Unemployment compensation,Social Security benefits in AGI,Taxes paid,Total tax credits,Residential energy credit,Alternative minimum tax,Overpayments refunded,Additional Medicare tax
94132,2014,13360,6630,21580,5160,10920,0,2980,790,1690,4230,3670,70,770,8990,450
94133,2014,14810,7690,21890,3720,12260,20,4240,1030,1340,4940,3390,40,1300,9380,980
94134,2014,21900,13340,41340,13160,18790,0,2730,1760,1810,5310,5910,100,410,16280,230
94158,2014,3270,1420,4900,700,3070,0,1280,180,90,1870,950,0,680,1990,640
94301,2014,8660,4930,15710,4190,6440,20,5180,280,1560,5470,3700,90,2400,3950,1920
94303,2014,21700,13150,49510,21210,18290,0,5710,1040,2130,7940,8120,170,2530,14810,2120
94304,2014,1970,1210,3720,920,1430,0,1010,40,460,1190,950,0,450,980,330
94305,2014,3310,1090,5020,980,3020,0,1210,30,350,1100,1250,0,600,1960,490
94306,2014,13430,6280,26600,8290,10720,0,6780,530,1960,7250,5120,150,3060,6850,2560
94401,2014,17360,10520,32830,10650,14080,0,3660,910,1990,6190,5020,90,1000,11740,640
94402,2014,13000,7940,25100,7180,9800,20,5940,670,2400,7210,4650,190,2530,6860,2000
94403,2014,21310,11870,39900,11380,17370,0,6870,1170,2940,10010,6710,210,2520,13320,1880
94404,2014,17140,8860,33640,9370,14060,0,7440,1030,2680,9870,5710,230,3020,9600,2300
94501,2014,31580,15770,57290,16060,25870,20,7310,2230,3950,11270,9410,260,2000,20980,1300
94502,2014,6880,3620,13690,3990,5280,0,2910,380,1340,4170,2410,80,990,3880,660
94503,2014,9380,5180,21380,8620,8280,0,890,810,1010,3720,3190,110,380,7170,190
94505,2014,6190,3730,13020,4110,4910,0,1480,520,1150,3710,1950,170,500,3870,250
94506,2014,10770,6420,24070,8370,8710,0,5810,500,1670,7420,4000,260,3190,5470,2580
94507,2014,7480,5010,15440,4760,5410,40,4400,250,1780,4960,2860,190,2180,3380,1780
94508,2014,1330,640,2540,700,1100,20,270,70,230,510,400,0,80,860,40
94509,2014,27820,15710,59270,23440,23630,0,2150,2560,3300,8260,8500,380,260,21910,100
94510,2014,14000,7240,26570,7610,11160,0,3320,960,2560,6930,4230,270,990,9140,640
94513,2014,25760,15160,58090,21710,20970,120,4610,2170,4180,13080,8730,560,1550,17610,720
94514,2014,510,340,1140,440,400,0,60,60,80,170,170,0,0,360,0
94515,2014,3330,2120,7030,2510,2530,100,730,280,670,960,1030,30,150,2120,70
94517,2014,6130,3520,12340,3530,4770,20,2020,390,1350,3750,1930,190,780,3660,510
94518,2014,13150,6890,25160,7520,10600,0,2840,910,2040,5450,3850,210,590,8930,380
94519,2014,8950,4630,17330,5320,7300,0,1400,720,1280,3700,2750,150,160,6470,70
94520,2014,16950,10110,37350,15740,14640,0,1230,1090,1250,3880,4990,130,150,13210,80
94521,2014,20440,10620,39680,11870,16660,20,4340,1520,3330,9560,6310,420,1010,13760,610
94523,2014,17070,8730,31400,8430,13610,0,4930,1130,2740,8400,5250,310,1320,10790,850
94525,2014,1710,870,2780,580,1340,0,290,150,300,660,410,0,30,1170,0
94526,2014,15940,9460,32890,10370,12130,30,7590,790,3410,10230,5400,400,3390,8130,2560
94530,2014,13260,6710,23770,5810,9940,0,4060,740,2360,5770,4340,220,960,7890,570
94531,2014,19100,10410,41510,16170,16810,0,1890,1700,1910,8440,6420,390,530,14370,220
94533,2014,31920,16970,69040,27610,27230,30,2540,2730,3840,9190,10140,340,440,25220,160
94534,2014,17700,9650,37070,12140,14630,80,3580,1300,2780,9100,5760,320,1220,11960,690
94535,2014,2090,520,5310,2080,2040,0,140,60,20,90,1250,0,0,1980,0
94536,2014,31920,17230,68120,22790,27480,20,8540,2300,3330,13800,10880,420,2770,21940,1940
94538,2014,29580,16430,62590,21210,26240,0,6060,2180,2120,10640,9650,240,1580,21580,1010
94539,2014,22360,10540,53120,19240,19010,40,11950,1450,2400,13340,9080,430,5600,12380,4290
94541,2014,29650,18310,63520,25550,25960,0,2610,2490,2290,8130,9400,210,460,23210,210
94542,2014,6140,3570,11540,3310,5200,0,1540,440,830,2960,1850,100,610,4100,430
94544,2014,35020,22790,77280,32020,30900,0,2630,2930,2640,8780,11630,190,430,28060,230
94545,2014,15260,9480,31310,11180,13110,0,1700,1290,1530,5180,4790,110,370,11670,200
94546,2014,22020,12320,42560,13290,17800,20,4860,1590,3310,9270,7050,270,1010,15030,510
94547,2014,12300,6650,24130,7660,10400,0,2080,900,1750,6070,3710,140,530,8690,270
94549,2014,13770,8280,28010,8580,10070,50,7150,550,2930,8350,5300,330,3280,6550,2440
94550,2014,22870,12050,46670,14770,18800,140,6760,1360,3680,12000,7390,550,2590,14810,1700
94551,2014,19570,10870,41570,15040,17090,90,3780,1470,2030,9050,6190,340,1090,14050,640
94552,2014,6910,3720,14370,4410,5650,30,2830,460,1130,4170,2400,100,1020,4100,690
94553,2014,24130,12490,44440,12480,19560,50,5070,1870,3910,10940,7090,380,1100,16310,610
94555,2014,14920,7440,34700,12380,13130,0,5170,1180,1390,7480,5630,220,2080,9860,1480
94556,2014,7120,4000,14910,4650,5210,0,3770,300,1800,4530,2810,160,1700,3490,1260
94558,2014,32110,19250,66810,23280,25580,370,7090,2440,5710,12470,10260,560,1800,22000,1120
94559,2014,13220,7630,27430,10100,10950,90,2310,1110,1730,4230,4120,150,480,9520,280
94560,2014,21010,12560,44340,15950,18280,0,3560,1730,2170,7920,6760,210,870,15550,530
94561,2014,16930,9670,38340,15090,14880,50,1500,1850,1710,7630,5950,300,450,12980,160
94563,2014,9010,5590,18930,5900,6310,30,5440,350,2170,6120,3750,240,2560,3900,2040
94564,2014,9680,5370,18190,5380,7760,0,1450,760,1640,4100,2780,140,250,6800,100
94565,2014,39770,23530,88610,36960,34490,0,2340,3370,3390,11770,12630,420,470,31380,170
94566,2014,20410,10980,43570,14930,16710,40,8550,1080,3040,11220,7070,500,3900,11680,3000
94567,2014,300,180,570,170,220,0,40,30,50,110,70,0,0,190,0
94568,2014,23980,11840,52930,18150,21290,0,7690,1690,1920,13550,8080,360,3730,15730,2630
94571,2014,4420,2350,8230,1800,2680,40,1030,330,1770,2010,940,50,90,2660,30
94572,2014,4090,2330,8230,2910,3390,0,420,340,580,1470,1230,40,50,3130,0
94574,2014,4200,2710,8280,2630,3030,160,1380,180,920,1740,1350,50,430,2340,270
94576,2014,100,50,170,30,70,0,0,0,20,40,20,0,0,60,0
94577,2014,23610,13530,45920,15350,19580,0,3500,1840,2800,7940,6990,200,650,17090,340
94578,2014,18890,10730,37890,14260,16440,0,1790,1550,1610,4660,5810,100,210,14630,100
94579,2014,10600,6230,20870,6670,8750,0,1630,850,1360,3480,3120,70,220,7710,100
94580,2014,13950,8280,28180,9870,11950,0,1620,1230,1520,4820,4440,110,190,10680,70
94582,2014,16790,8250,42800,17330,14980,0,7350,1100,1220,10810,6560,240,4640,10020,3370
94583,2014,21780,13420,48620,16290,19010,100,8050,1190,2430,12070,9440,410,3260,12740,5190
94585,2014,13490,6620,28280,10480,11860,0,940,1330,1460,4850,4510,190,120,10650,40
94586,2014,520,320,960,230,400,20,170,30,100,270,150,0,70,310,50
94587,2014,33900,19740,70540,24450,29440,0,6090,2730,3370,12390,10740,320,1860,24630,1170
94588,2014,15650,8250,33660,11480,13170,30,5780,800,2140,8610,5540,280,2300,9620,1680
94589,2014,13900,7420,29060,11370,11810,0,750,1210,1660,3680,4170,110,80,11100,0
94590,2014,16460,8330,32150,12230,13890,0,1150,1420,1630,3630,4340,130,140,12870,40
94591,2014,26530,13650,51480,16720,22290,0,2980,2170,3970,10500,7440,270,680,19480,360
94592,2014,360,180,630,150,300,0,60,30,40,190,100,0,20,260,0
94595,2014,9980,5940,15680,2430,4370,0,5540,310,4920,5760,3110,170,1090,4290,540
94596,2014,11700,6120,20650,5390,9280,0,3830,620,1780,5430,3410,170,1370,7040,1040
94597,2014,11680,5680,20560,5070,9430,0,3640,690,1650,5610,3460,150,1050,7290,740
94598,2014,13460,7190,26500,7420,9980,30,6070,710,3140,7980,4820,350,2250,7210,1630
94599,2014,1510,920,2620,600,1020,30,450,100,370,600,370,0,100,890,70
94601,2014,21330,12780,47440,21120,18390,0,900,1510,950,3400,6200,100,140,17210,60
94602,2014,14420,7560,26140,7340,11640,0,3770,1040,1770,6150,4450,200,1160,9350,800
94603,2014,14310,9230,34930,17260,12580,0,320,1190,780,2800,4810,50,70,12160,0
94605,2014,19560,10830,37510,13650,16180,0,2280,1560,2430,7610,5480,230,660,14450,370
94606,2014,18520,9210,32530,10140,16200,0,1640,1360,760,2890,4420,40,210,13970,110
94607,2014,12440,5180,19940,5390,10830,0,1680,910,500,3140,2630,30,370,9220,270
94608,2014,16330,6960,24610,5520,13970,0,2930,1080,1010,5380,3830,90,640,11460,450
94609,2014,12010,4780,17840,3780,10220,0,2170,820,680,3170,2990,70,470,8150,320
94610,2014,18060,8110,27790,5540,14670,0,5280,1180,2090,7150,4870,160,1740,10970,1290
94611,2014,20530,10930,36010,8570,15700,30,8860,1100,3370,11170,6980,320,3940,10740,2960
94612,2014,7930,3120,11480,2340,6920,0,1300,520,490,2080,1800,120,310,5640,210
94618,2014,8630,4560,15030,3400,6500,0,4250,380,1560,5190,3190,120,1850,4260,1380
94619,2014,12250,6630,22340,6690,9830,0,2660,940,1640,5260,3640,190,790,8190,490
94621,2014,12540,8100,30730,15440,10880,0,220,990,510,1740,3850,40,20,10580,0
94702,2014,8880,4020,15020,3920,7160,0,2080,530,970,3290,2680,120,420,5710,240
94703,2014,10270,4240,16580,4050,8480,0,2580,580,1020,3220,3070,120,550,6600,320
94704,2014,6180,1890,7330,960,5350,0,1280,180,390,1110,1380,0,180,4260,110
94705,2014,7440,3790,11860,2330,5450,0,3360,270,1340,3650,2620,110,1220,3720,830
94706,2014,8990,4150,17650,5330,7130,0,2820,460,1180,3730,3340,120,810,5450,490
94707,2014,6840,4080,12510,2950,4610,0,3740,250,1920,4270,2720,140,1500,3150,890
94708,2014,5900,3440,10640,2340,3910,0,3240,210,1660,3780,2330,110,1410,2610,820
94709,2014,5390,1950,7430,1090,4310,0,1730,210,590,1600,1510,40,340,3200,200
94710,2014,3830,1910,6860,2130,3150,0,750,230,300,1170,1120,30,180,2570,100
94801,2014,12350,8100,28070,12670,10690,0,810,880,820,2580,3890,70,190,9890,100
94803,2014,12220,6810,23210,7020,9660,0,2130,850,1960,5160,3690,180,380,8400,180
94804,2014,18810,10680,38120,14830,15770,0,1740,1280,1720,5200,5440,110,260,14300,150
94805,2014,6900,3870,13340,4310,5540,0,1050,460,910,2500,2080,70,130,4850,70
94806,2014,27100,16700,57810,23360,23330,0,1640,2030,2330,7080,8510,170,250,21300,110
94901,2014,19650,13060,38380,12510,14650,30,6010,840,3030,7720,6220,220,2240,11180,1460
94903,2014,14750,9020,27150,7400,10520,30,5570,780,3260,7670,4770,220,1710,8030,1050
94904,2014,6060,4160,11340,3240,4010,0,3270,280,1510,3610,2400,100,1380,2690,1020
94920,2014,5970,4390,11490,3270,3750,30,3750,180,1610,3960,2450,80,1730,2320,1260
94922,2014,200,120,360,70,130,0,70,0,40,70,50,0,0,90,0
94923,2014,700,480,1240,250,440,0,260,30,240,340,190,0,50,370,30
94924,2014,630,430,1020,220,370,0,240,0,140,260,180,0,50,280,0
94925,2014,4640,3030,9240,2940,3380,0,2300,240,890,2740,1770,80,1050,2320,750
94928,2014,19550,9420,36290,11510,16650,20,2770,1520,2340,5990,5970,210,240,14560,110
94930,2014,4220,2420,7550,1960,3000,0,1550,220,760,2170,1340,70,430,2200,250
94931,2014,4660,2320,8320,2340,3810,30,870,350,570,1680,1340,60,110,3210,60
94937,2014,530,360,900,170,310,0,220,0,160,230,180,0,40,240,0
94939,2014,3680,2330,6630,1810,2520,0,1840,180,780,2060,1310,60,780,1680,580
94941,2014,14770,9960,28040,8030,10060,40,7800,640,3130,8990,5560,240,3440,6560,2640
94945,2014,8690,5250,16710,4780,6490,0,2830,430,1820,4190,2610,140,790,5150,480
94946,2014,280,220,570,160,210,0,130,0,60,150,110,0,50,140,40
94947,2014,11960,6970,22710,6510,9070,20,3570,600,2310,5740,3750,190,890,7320,520
94949,2014,8650,5310,16620,5020,6470,0,2840,410,1730,4200,2630,110,950,5130,600
94951,2014,2160,1280,3930,1010,1570,40,630,150,460,930,630,40,150,1270,70
94952,2014,16000,9310,30820,9250,12300,210,4460,940,2620,6330,5020,220,950,10060,540
94954,2014,18170,10080,36440,11860,14680,70,4010,1170,2830,7570,5780,230,720,12310,390
94956,2014,810,530,1450,370,510,0,300,20,190,320,290,0,50,400,0
94960,2014,7310,4670,14100,4120,5300,0,3310,340,1360,4210,2640,150,1390,3550,950
94965,2014,6130,3750,9530,1680,4270,20,2490,340,1190,3180,1790,60,940,3070,640
95003,2014,11490,6730,21200,5510,8490,60,3940,600,2400,5900,3520,190,1080,6660,590
95004,2014,1890,1170,3900,1240,1530,40,350,200,310,770,550,20,80,1260,40
95005,2014,3060,1540,5580,1460,2410,0,790,190,470,1400,870,80,150,1930,100
95006,2014,4420,2160,7930,1910,3510,0,1120,320,680,2210,1160,90,250,2770,150
95008,2014,23340,11950,43450,12840,19790,0,7340,1510,2350,10240,7080,280,2680,15030,2050
95010,2014,5310,2970,8920,2220,3990,0,1280,350,930,1990,1350,40,270,3330,140
95012,2014,5050,3780,13430,6910,4650,20,160,1070,300,750,1930,30,30,4230,0
95014,2014,25800,11910,59520,20820,20920,40,14270,1240,3350,15090,10460,380,6620,13330,5300
95017,2014,440,270,870,280,340,0,90,40,60,120,130,0,0,280,0
95018,2014,3910,2030,6810,1600,3080,0,920,240,620,1770,1050,80,170,2460,100
95019,2014,3780,2800,9900,5000,3390,20,150,830,230,680,1340,20,20,3100,0
95020,2014,26210,16470,60270,25390,22670,160,4130,2080,2840,9930,8710,370,1510,19400,860
95023,2014,21750,14230,50310,21320,19160,240,2430,2540,2320,7530,7350,290,580,16750,290
95030,2014,6460,4230,12470,3510,4520,0,3900,260,1400,4210,2440,120,1840,2760,1560
95032,2014,13040,7660,26210,8190,9940,30,6510,670,2290,7720,4680,230,3130,6640,2530
95033,2014,4250,2230,8410,2300,3270,50,1890,240,730,2530,1330,100,820,2260,660
95035,2014,33510,18710,70190,23790,30090,20,9230,2850,2460,13600,11190,330,2890,23800,2040
95037,2014,21880,12850,47070,16910,18300,100,5860,1510,2940,10520,7080,410,2530,14430,1750
95039,2014,770,540,1860,840,680,0,70,120,90,150,280,0,0,600,0
95043,2014,260,190,510,160,200,50,50,0,40,70,70,0,0,180,0
95045,2014,1910,1220,4010,1410,1580,30,290,190,300,680,560,0,70,1340,40
95046,2014,3320,2180,7240,2760,2700,50,590,250,430,1170,1000,50,220,2260,140
95050,2014,18320,9850,34920,10800,15780,0,4570,1140,1700,6760,5420,140,1410,12820,1010
95051,2014,27310,14040,55540,17430,23430,0,8690,1610,2790,11730,8910,230,2970,18130,2210
95054,2014,11550,6180,24450,7820,10670,0,4280,740,570,5860,3910,60,1920,7720,1780
95060,2014,20540,10370,35000,9230,16220,40,5560,940,2800,7270,5910,310,1420,13050,870
95062,2014,17660,9270,30880,8670,14080,30,4000,1020,2130,5890,4990,200,770,11590,470
95064,2014,540,160,880,240,530,0,110,0,20,160,160,0,30,420,0
95065,2014,3960,2330,7520,2180,2940,0,1280,200,780,1790,1270,80,330,2340,190
95066,2014,7060,3840,13760,4040,5520,0,2520,360,1190,3670,2160,120,850,4180,580
95070,2014,15560,8600,32150,9740,11240,50,10020,690,3100,10090,6270,340,4550,6950,3540
95073,2014,5660,3250,10170,2680,4250,30,1630,310,960,2340,1630,80,390,3430,230
95075,2014,340,250,650,190,250,30,90,30,60,130,90,0,30,220,0
95076,2014,36400,26120,90220,42790,32120,230,3350,6530,3200,8230,12370,280,610,28670,290
95110,2014,8910,5480,18370,7260,8060,0,1250,540,400,2730,2660,30,400,6830,290
95111,2014,27520,19470,62250,27150,24610,0,2290,2290,1430,6390,9060,150,410,22520,200
95112,2014,24320,14110,46200,16760,21780,0,3180,1620,1230,5850,7000,100,810,18820,580
95113,2014,1220,600,1820,400,1040,0,280,70,40,480,270,0,140,810,120
95116,2014,22910,16880,55110,26460,20910,0,1290,1600,870,4010,7930,70,190,19260,90
95117,2014,14020,8150,29790,11630,12300,0,2840,840,990,4050,4690,90,910,10150,640
95118,2014,15340,8570,31590,10850,12860,0,4140,1050,1830,6920,5020,270,1470,10330,1000
95119,2014,4820,2580,9820,3250,4170,0,1220,390,600,2300,1510,70,400,3270,240
95120,2014,17290,9030,38620,13020,13590,30,9510,910,3260,11040,6290,420,4530,8870,3490
95121,2014,18010,12360,37500,13960,15750,0,2760,1640,1350,5940,5640,130,700,13710,440
95122,2014,26460,19890,62500,29290,24020,0,1350,2030,1090,4920,9100,70,130,22390,50
95123,2014,30890,16810,62030,20860,26730,0,6410,2290,3320,12840,9740,440,1900,21880,1220
95124,2014,22500,12100,47200,15780,18580,0,8010,1450,3000,11960,7680,450,3530,14010,2630
95125,2014,25290,15020,49660,15340,20480,30,9210,1580,3670,12700,8280,390,4020,15380,3160
95126,2014,17160,9240,31740,10020,15260,0,4100,1070,1170,6600,5050,110,1530,12090,1180
95127,2014,29050,20250,64940,27500,25480,30,3390,2280,2300,8750,9780,260,850,22760,460
95128,2014,17120,9750,32900,10910,14770,0,3790,1060,1480,6080,5190,170,1270,11920,920
95129,2014,17840,8030,39410,13570,14950,0,8000,1000,1940,8750,6480,240,3310,10380,2580
95130,2014,6320,3290,13240,4470,5350,0,2080,410,650,2690,2120,100,830,4110,600
95131,2014,14480,7750,29050,9220,13070,0,4330,1210,930,6040,4540,120,1320,10150,920
95132,2014,19690,11350,40380,13480,17070,20,5320,1730,2000,7870,6450,240,1350,14060,810
95133,2014,12810,8030,26270,9330,11330,0,2500,1080,950,4340,3800,80,620,9670,370
95134,2014,11410,5440,21060,5080,10900,0,3550,590,290,5250,3140,40,1310,7810,1040
95135,2014,9390,5170,20630,6670,6920,0,4690,550,2150,5750,3230,180,2050,4920,1470
95136,2014,21310,11880,42430,13940,18620,0,4590,1670,2130,8430,6560,210,1420,15170,950
95138,2014,8480,4930,18920,6950,7450,0,3210,650,620,4660,3080,160,1750,5250,1410
95139,2014,3240,1710,6780,2280,2780,0,830,260,420,1690,1100,60,290,2220,160
95140,2014,180,110,320,90,130,0,50,0,40,80,50,0,30,90,30
95148,2014,21950,13820,46600,17160,19240,20,4820,1890,1900,8710,7100,260,1660,15880,1030
95202,2014,1630,790,3490,1670,1400,0,50,170,60,100,290,0,0,1440,0
95203,2014,5680,3200,13200,6150,4960,0,270,700,450,880,1640,30,30,4770,0
95204,2014,11900,6450,23700,8610,9600,0,1310,1170,1810,3050,3440,100,150,9050,80
95205,2014,13740,8760,36880,19420,12320,0,230,2270,710,1220,4270,40,0,12010,0
95206,2014,25410,16100,66440,33780,23030,30,660,4380,1250,4620,8920,120,120,21810,20
95207,2014,19140,10660,40410,16430,15720,30,1970,1810,2570,4160,5880,170,240,14950,100
95209,2014,17050,9300,37880,14840,14160,0,1950,1580,2420,6250,5790,220,320,12760,130
95210,2014,14530,7990,34160,15860,12700,0,560,1690,1110,2100,4680,60,50,12340,0
95212,2014,10920,6720,26290,11290,9300,80,1150,1230,990,3870,4020,100,290,8400,140
95215,2014,8320,5420,20960,9800,7110,180,630,1390,860,1500,2640,70,100,6690,40
95219,2014,12240,7160,25490,8960,10140,40,2520,920,1870,5240,4270,130,800,8320,490
95220,2014,2900,1880,6440,2310,2260,250,510,280,510,1020,860,60,90,2020,60
95222,2014,1710,1060,3230,830,1180,50,460,130,500,690,440,20,50,1080,0
95223,2014,1700,970,3040,580,1050,0,520,180,560,720,400,30,50,1010,0
95228,2014,1760,990,3470,890,1240,30,350,170,470,810,430,20,50,1150,0
95230,2014,340,220,760,300,250,40,40,30,60,70,100,0,0,220,0
95231,2014,1560,1070,3820,1690,1350,0,80,420,130,290,480,0,0,1270,0
95232,2014,130,80,210,30,80,0,0,0,40,40,0,0,0,80,0
95236,2014,2540,1780,6140,2510,2140,170,470,370,360,860,890,30,140,1780,70
95237,2014,1690,1040,3760,1380,1350,50,260,230,290,560,500,0,30,1230,0
95240,2014,17770,10780,40740,16870,14860,240,1870,2090,2110,4180,5460,200,260,13810,140
95242,2014,11550,6950,23390,7380,8900,190,2430,920,2300,4680,3680,200,390,7780,220
95245,2014,740,410,1380,290,490,30,170,70,200,260,160,0,0,460,0
95246,2014,710,420,1260,220,410,30,190,50,250,270,150,0,0,430,0
95247,2014,2030,1260,3670,820,1320,30,620,160,570,820,550,40,70,1160,30
95249,2014,1580,850,3120,900,1120,40,290,110,370,460,430,30,20,1080,0
95251,2014,300,180,540,140,240,0,50,40,50,90,80,0,0,200,0
95252,2014,5460,3070,11510,3420,4150,80,790,550,1160,2410,1510,130,100,3720,30
95255,2014,640,410,1190,250,380,0,110,60,180,170,130,0,0,410,0
95257,2014,170,100,310,70,100,0,20,0,50,40,30,0,0,100,0
95258,2014,2400,1540,5300,1910,1960,30,520,320,410,920,770,30,110,1650,70
95301,2014,14320,8660,34350,14780,12090,240,1190,1890,1770,3620,4900,260,190,11410,80
95303,2014,380,280,950,420,320,40,50,60,40,80,140,0,0,270,0
95304,2014,5270,3380,11880,4550,4350,120,900,420,670,2240,1660,140,300,3680,180
95306,2014,390,230,790,200,280,60,80,30,90,150,90,0,0,250,0
95307,2014,17290,11250,42080,18890,15070,150,850,2880,1350,3930,5920,160,110,14070,30
95310,2014,1040,670,1830,370,700,0,250,90,290,310,230,0,0,690,0
95311,2014,730,390,1440,340,460,20,100,80,200,200,130,0,0,480,0
95313,2014,620,480,1520,700,520,40,80,110,70,110,200,0,0,440,0
95315,2014,4820,3320,12610,6120,4400,80,140,890,220,800,1830,30,0,4110,0
95316,2014,2970,1920,6820,2630,2500,190,390,310,420,960,1030,30,90,2160,40
95317,2014,340,290,1050,570,310,30,20,70,20,40,140,0,0,280,0
95320,2014,5420,3480,12000,4340,4490,380,770,630,770,1930,1780,100,130,3870,60
95321,2014,1590,920,2780,510,910,0,430,160,610,600,320,20,40,980,0
95322,2014,3870,2820,9570,4350,3310,120,310,680,440,920,1320,20,40,3120,0
95323,2014,540,380,1270,520,460,70,70,80,70,130,170,0,0,390,0
95324,2014,3030,2050,6700,2500,2580,200,350,250,330,820,1000,30,60,2190,20
95326,2014,4360,2850,10230,4160,3660,250,530,710,620,1490,1560,50,80,3160,50
95327,2014,2560,1690,4850,1360,1870,70,390,240,540,700,600,30,40,1850,0
95328,2014,1360,900,3480,1690,1220,0,40,280,70,260,470,0,0,1180,0
95329,2014,970,600,1950,500,660,40,170,110,250,400,240,0,0,640,0
95330,2014,8540,5390,20940,9170,7610,0,500,1050,610,3100,3290,100,110,6760,40
95333,2014,1080,710,2540,1060,940,90,110,280,110,200,370,0,0,820,0
95334,2014,6310,4830,16500,7950,5680,140,180,1190,370,990,2280,30,30,5270,0
95335,2014,130,80,230,40,90,0,30,0,40,40,20,0,0,80,0
95336,2014,19820,11590,42790,15710,16160,130,2130,2060,3080,6420,6300,300,250,14870,90
