ZIP,date,Adjusted gross income (AGI),Salaries and wages in AGI Amount,Net capital gain (less loss) in AGI Amount,Unemployment compensation Amount,Social Security benefits in AGI Amount,Real estate taxes Amount,Taxes paid Amount,Taxable income Amount,Total tax credits Amount,Residential energy credit Amount,Income tax Amount,Alternative minimum tax Amount,Overpayments refunded Amount,Additional Medicare tax Amount
95070,2012,4669630,2661101,908802,7010,58996,120457,513802,3664452,27443,448,937125,73832,52727,0
95073,2012,454768,277597,21510,3179,10902,11319,34007,313060,1703,117,62195,3052,8888,0
95075,2012,23284,16265,21,324,593,918,2142,15224,87,0,2853,162,569,0
95076,2012,1681021,1145247,34012,42756,34087,29125,82531,951093,12425,202,155291,4925,78760,0
95110,2012,546475,445749,10914,5147,3883,8214,33450,378222,2851,11,71302,1955,17049,0
95111,2012,1083958,929884,5961,21766,13646,22659,53800,595147,9367,66,86162,1116,59019,0
95112,2012,1203446,1030473,18800,14463,12173,17994,66525,787153,6506,92,144744,3717,44372,0
95113,2012,120139,89968,10131,553,787,1818,10178,93251,411,0,21119,914,2899,0
95116,2012,774887,682698,3393,15126,7129,12347,28887,382373,7368,19,51167,558,49688,0
95117,2012,900701,752681,23413,7654,12436,16068,58090,617041,4475,56,120405,4569,26360,0
95118,2012,1250698,1010233,32151,9620,22326,31871,95013,868555,5167,230,167542,6417,28325,0
95119,2012,406879,335425,5068,3331,8020,10456,30882,285067,1721,84,50426,1833,9796,0
95120,2012,2920937,2100541,178191,9234,56218,87107,287391,2192513,11216,630,528971,36309,37390,0
95121,2012,989769,823500,11067,16354,14771,28041,67743,621472,6746,168,108504,3451,36348,0
95122,2012,855764,751797,672,18613,9048,15712,33918,410719,8984,19,50611,294,57021,0
95123,2012,2157574,1780181,32096,23270,40434,50736,148577,1469751,11128,295,264933,7150,57691,0
95124,2012,2473946,1876796,151330,14226,41062,62807,209308,1810836,9490,406,380286,18851,47479,0
95125,2012,3111141,2316120,154399,15469,48727,73232,275431,2319617,10525,379,541840,28013,52319,0
95126,2012,1365828,1099649,61054,9638,14276,26111,100950,987871,4852,51,205123,8828,32165,0
95127,2012,1447303,1155399,25053,21686,26038,36135,90445,865263,10610,169,142772,4199,60446,0
95128,2012,1260705,1006674,57998,10083,16968,23095,84742,896405,5513,103,176675,6378,31432,0
95129,2012,2106656,1728502,99774,9988,28612,54448,181512,1587066,9780,197,351033,22959,34864,0
95130,2012,559083,470423,13058,3925,8798,13626,43363,402508,2143,41,82832,4215,11392,0
95131,2012,1163261,1033922,21333,12186,10716,26563,85608,838138,6299,91,164376,5828,29865,0
95132,2012,1355143,1119294,26776,15875,24885,36842,97145,919139,7228,211,164184,5541,38496,0
95133,2012,711800,597728,13736,10791,10430,17255,46695,460234,4092,57,79951,2129,25277,0
95134,2012,887000,824553,19722,4801,3501,6662,50819,708293,3677,15,143638,3505,17088,0
95135,2012,1150185,847724,46841,5713,30940,40223,110149,841479,4165,124,186528,13153,17460,0
95136,2012,1496895,1252987,21797,16251,27847,34613,103975,1024895,7093,155,187116,5437,41791,0
95138,2012,1401869,1058674,100670,6523,8651,43438,143291,1060171,6634,130,263884,17070,22200,0
95139,2012,267789,215608,3506,3035,6227,7263,20507,184236,1265,24,33861,1031,6735,0
95140,2012,19822,13372,183,0,638,543,1741,14613,22,0,3443,274,146,0
95148,2012,1542064,1256567,36415,18502,21997,50128,124022,1024349,8387,204,195011,8423,45544,0
95202,2012,36036,28576,-53,758,538,173,723,14795,230,0,2083,0,3723,0
95203,2012,192187,148117,1521,5378,4458,1368,5596,100050,1332,10,14025,90,13007,0
95204,2012,575248,357917,18937,9844,19722,6104,24677,368807,3120,32,61280,1076,22468,0
95205,2012,362445,294216,-21,17129,5488,1816,5835,136519,3497,5,15148,0,34695,0
95206,2012,826614,686232,2523,34737,10700,10885,27086,377401,9286,34,44851,234,62488,0
95207,2012,781783,521161,12156,14879,29445,8874,32874,462478,5294,67,73110,1643,38841,0
95209,2012,877118,658126,7541,14669,26634,14634,44452,538462,6699,108,80068,1120,34951,0
95210,2012,443689,355039,752,13185,9439,3175,10440,209954,4556,25,25172,125,35670,0
95212,2012,641907,417286,12432,10473,11676,12747,41336,406325,4994,93,75421,1659,24036,0
95215,2012,327178,221095,4433,10405,9572,3686,12372,175105,2589,37,26923,635,18359,0
95219,2012,1089565,664859,44121,8729,24666,20794,78937,783606,5148,78,157076,5770,25187,0
95220,2012,213866,119639,11184,2561,6613,3933,13706,143881,1036,78,28954,993,5605,0
95222,2012,108694,56647,2988,1308,6791,2874,7373,70956,600,31,12145,368,2766,0
95223,2012,105241,48068,4568,1484,6654,2613,6949,69027,294,6,12003,385,2243,0
95228,2012,107420,65277,968,2076,5894,2831,7279,67490,470,0,11084,251,3181,0
95230,2012,17204,10792,183,236,797,219,703,10340,99,0,1555,0,588,0
95231,2012,60867,45231,65,3673,1379,744,2089,30707,489,0,4140,0,3584,0
95232,2012,5954,3542,-16,98,320,98,249,3446,0,0,471,0,184,0
95236,2012,185087,106042,3636,2775,4857,2407,11120,125959,1059,8,24669,739,5105,0
95237,2012,87050,60291,694,2183,3156,1415,4295,52290,516,4,8274,197,3083,0
95240,2012,768612,525894,14042,14916,22217,8959,32819,445645,5274,135,72112,1677,35598,0
95242,2012,773157,492920,21572,8822,26336,12570,44794,516031,4171,110,91196,2405,20397,0
95245,2012,37713,21469,630,747,1919,779,2012,23827,161,0,3623,0,1081,0
95246,2012,39100,18802,349,661,2890,738,1935,24726,93,0,3987,0,988,0
95247,2012,119478,58541,3713,1483,6650,2715,7631,78452,488,5,13284,322,2908,0
95249,2012,73617,45337,949,1409,3388,1064,3182,45374,427,0,6765,0,2318,0
95251,2012,14777,9946,132,333,401,267,792,9420,69,0,1480,0,390,0
95252,2012,308168,214131,2632,5297,12034,5623,16385,191332,1962,60,28391,335,9325,0
95255,2012,27331,14157,-16,629,1888,393,1277,16146,84,0,2309,0,938,0
95257,2012,6069,3317,-27,221,392,52,217,3345,19,0,429,0,197,0
95258,2012,179392,107035,1881,2329,5217,3262,11858,122327,785,6,24296,806,5033,0
95301,2012,631147,453844,10900,12702,17766,7607,25228,358717,5351,229,52867,866,31117,0
95303,2012,26024,13466,1553,295,494,158,1278,17156,152,0,3260,0,708,0
95304,2012,388132,279618,7451,4610,8640,9505,29098,256021,2008,147,48960,1868,10496,0
95306,2012,24413,14388,60,320,1039,443,1158,16106,117,0,2877,0,650,0
95307,2012,637932,504915,5235,20513,12872,7262,21669,327543,6617,40,41109,420,37731,0
95310,2012,53659,30234,165,892,2887,826,2507,34721,218,0,5605,122,1407,0
95311,2012,29953,17309,-40,637,1538,480,1267,17107,113,0,2326,0,1149,0
95313,2012,31425,15861,704,818,721,163,1386,19195,174,0,3850,0,1251,0
95315,2012,153323,130379,628,5314,1829,1329,4022,67302,1938,0,6962,0,11300,0
95316,2012,178429,118740,3634,2418,4316,2241,9596,114666,1146,7,20638,524,5715,0
95317,2012,14711,9618,0,393,0,73,319,7200,90,0,1100,0,815,0
95320,2012,338173,217373,12638,4857,8760,4758,18765,199005,2295,90,37185,691,10050,0
95321,2012,88095,38568,4652,1158,7107,1911,5278,57059,235,3,9549,290,2072,0
95322,2012,149607,111307,3981,4315,4117,1364,5081,80117,1180,4,10862,222,7950,0
95323,2012,35987,19552,305,485,733,268,1414,21838,181,0,4150,0,1175,0
95324,2012,206429,105674,11992,1900,3322,1517,10988,141058,1245,0,28735,378,5207,0
95326,2012,248912,163951,11324,5126,6794,3097,11897,157223,2132,4,25774,463,8753,0
95327,2012,116175,71088,2313,2431,5545,1496,4698,70673,594,9,10691,223,4274,0
95328,2012,42546,36083,-13,1629,559,408,1124,19155,498,0,2070,0,3220,0
95329,2012,54294,32801,-33,944,2793,993,2830,34507,260,0,5389,0,1509,0
95330,2012,391135,327567,663,9031,5752,8925,21481,220234,4105,20,30125,387,18297,0
95333,2012,50587,29123,2600,1704,1035,316,2017,29079,397,0,4855,0,2490,0
95334,2012,203710,167538,1183,5807,2860,2092,5788,89166,2230,0,10552,0,14584,0
95335,2012,5659,2718,3,0,375,71,185,3601,11,0,508,0,144,0
95336,2012,967123,678955,11306,18957,32270,13817,45948,590446,7105,140,90352,971,36462,0
95337,2012,769884,604890,10115,13496,14249,13480,41494,474319,5947,95,72734,1147,27993,0
95338,2012,214132,122986,3714,3803,11481,3554,9753,131914,1115,76,19538,259,7075,0
95340,2012,725664,452869,24806,8643,22973,8206,33805,469787,5220,323,82891,2339,26758,0
95341,2012,308020,248413,4727,10511,4654,1791,6475,128514,3058,11,15308,231,28304,0
95345,2012,15315,10268,-23,440,660,179,493,9016,77,0,1218,0,617,0
95346,2012,28874,15859,91,640,1585,459,1272,18103,112,0,2768,0,791,0
95348,2012,432901,334850,4378,8895,10198,4474,15274,245501,3828,14,35027,461,25018,0
95350,2012,942754,650324,16084,18040,31351,8502,35977,574694,6102,89,88888,1435,38731,0
95351,2012,453360,357745,2623,18235,7102,2560,9280,197714,4318,13,24632,160,37541,0
95354,2012,416289,289803,3000,9279,9599,3517,18766,250292,2605,15,42188,815,19766,0
95355,2012,1366825,1020207,15743,20868,36982,19540,72328,875671,9052,136,144569,3388,46442,0
95356,2012,979087,646302,31515,10776,22511,15328,66378,665946,5441,54,133475,5355,25721,0
95357,2012,313155,208516,4716,5801,7208,4435,16522,197167,2161,15,34728,734,10460,0
95358,2012,498569,349905,26281,13874,10816,4273,19068,275623,4325,26,41858,1034,26908,0
95360,2012,195770,152164,3751,5579,4101,2196,7611,102860,2056,0,14056,274,10854,0
95361,2012,823201,559250,29859,12755,25581,15283,49486,524747,5542,157,88775,2351,26817,0
95363,2012,477856,373999,3786,13926,8467,10564,25233,262270,4645,13,37841,620,24283,0
95365,2012,50425,41964,0,4680,443,191,693,18578,541,0,1860,0,4306,0
95366,2012,583149,389900,22586,5634,13162,9629,39219,392432,3255,137,73542,2270,13881,0
95367,2012,445045,352611,2067,14036,9209,7406,21189,251539,4263,23,35383,588,20613,0
95368,2012,295738,241433,1749,7270,4976,6329,16218,172877,2801,18,24444,266,12325,0
95369,2012,17614,10852,59,385,707,182,584,10582,88,0,1825,0,588,0
95370,2012,598006,351673,17495,9003,28856,10476,31892,379746,2834,89,60159,1700,17838,0
95372,2012,57431,36418,726,1276,2505,922,2552,34990,334,0,5169,0,1856,0
95374,2012,24652,18006,711,649,624,201,661,12067,195,0,1465,0,1522,0
95376,2012,1098791,902373,6013,20460,20320,16488,52688,655677,9193,240,95556,1079,45686,0
95377,2012,831575,708717,5307,12429,11236,21214,57200,520571,6964,202,82020,1625,27687,0
95379,2012,81572,55023,523,1555,2647,1122,3374,49950,514,0,7181,0,2687,0
95380,2012,605504,450987,9966,12251,14070,5476,20987,331044,5237,46,48450,707,32087,0
95382,2012,856898,628855,21509,9828,19408,14201,47572,545372,6462,30,88380,1943,27003,0
95383,2012,116832,58472,4894,1511,6427,2371,6829,76614,441,13,12825,352,2913,0
95385,2012,5962,3469,0,145,0,0,241,3547,38,0,554,0,171,0
95386,2012,173657,133252,1988,4281,3752,2018,6528,94816,1646,4,13256,148,8626,0
95388,2012,150155,114223,2620,4650,2928,771,2901,66103,1505,0,7752,0,11530,0
95389,2012,30029,25734,1,669,385,149,470,19641,133,0,2632,0,929,0
95391,2012,401529,356996,2622,4461,2790,12961,31531,263463,3475,31,43729,1075,12196,0
95401,2012,805201,572180,20428,12583,20628,13359,42359,497712,5372,202,81366,1898,27285,0
95403,2012,1325186,851803,47072,14484,35407,24835,83923,884010,7232,232,158773,5086,37552,0
95404,2012,1563363,896628,139839,11352,41936,35785,124169,1095748,6179,496,223579,12256,35158,0
95405,2012,782971,510075,32744,7599,25446,15734,49940,537088,3404,84,97035,3670,17290,0
95407,2012,646649,528466,3191,12865,9950,9995,24674,339336,5630,32,45113,320,32798,0
95409,2012,1001583,542054,47357,7876,54233,23135,67831,688588,3880,190,124850,4877,19955,0
95410,2012,21360,6270,502,200,1055,489,1249,14126,67,0,2699,0,392,0
95415,2012,26714,16735,477,467,920,375,1020,14026,165,0,1933,0,1104,0
95420,2012,5881,1151,324,0,311,127,275,3893,0,0,689,0,52,0
95421,2012,29934,17291,1827,484,1178,639,1534,18938,122,0,2922,0,739,0
95422,2012,123560,87555,455,4024,4007,1269,3275,56841,798,5,7254,0,9318,0
95423,2012,44908,25270,120,939,2910,825,2081,24502,157,0,3491,0,2080,0
95425,2012,280873,189149,8122,3886,10401,6106,16565,174975,1632,98,27802,681,8603,0
95427,2012,9349,3802,-55,0,265,144,576,5876,14,0,1146,0,164,0
95428,2012,24823,13295,2013,533,755,186,1558,13562,157,0,3137,0,1308,0
95432,2012,8998,3099,516,0,345,187,524,5561,15,0,1237,0,152,0
95436,2012,163408,99068,5552,2042,4965,4213,10839,108511,712,35,18741,434,4013,0
95437,2012,269246,151285,6513,4151,11399,5114,12557,159558,1498,33,24603,458,9393,0
95439,2012,26350,15914,-51,362,772,585,1609,16444,133,0,2989,0,681,0
95441,2012,79382,43741,5969,860,2075,1390,5077,50398,549,0,9113,545,2045,0
95442,2012,183735,74106,28788,1050,4935,4032,15322,134679,702,0,28798,1558,3016,0
95444,2012,42150,21625,3499,393,1348,1117,2800,26958,187,0,4417,282,979,0
95445,2012,86724,28599,4864,616,5709,3051,6544,56565,384,0,10355,360,1989,0
95446,2012,103889,67316,1960,1918,3734,3162,6573,64166,458,11,9816,165,3210,0
95448,2012,741045,372758,90137,5296,21606,16386,57366,513611,5121,170,102626,5780,14989,0
95449,2012,28781,20109,938,515,769,415,1181,16397,193,0,2418,0,1327,0
95450,2012,9503,4840,110,0,527,209,475,6126,26,0,930,0,228,0
95451,2012,207433,131923,4824,4349,8879,3756,11163,124071,1139,21,19360,438,7823,0
95452,2012,97760,38535,14782,486,3239,2501,7148,68940,287,0,13821,978,1434,0
95453,2012,216052,132956,2930,3288,9841,4142,10879,131701,1179,20,20137,420,7815,0
95454,2012,32057,14558,518,475,806,631,1284,17337,140,0,2385,0,1044,0
95456,2012,17716,5105,289,188,1067,571,1302,11045,59,0,1902,0,328,0
95457,2012,59613,40334,200,1537,2593,1213,2953,33598,312,0,4735,0,2672,0
95458,2012,32193,19049,-24,952,1884,539,1240,16957,139,0,2361,0,1589,0
95459,2012,10362,4417,-20,0,661,208,531,6578,39,0,1030,0,290,0
95460,2012,91665,31939,6890,674,4536,2529,6771,61610,311,0,11666,328,1560,0
95461,2012,78752,56167,819,1598,2615,1440,4096,47502,433,0,7353,151,2642,0
95462,2012,22973,13959,357,536,1133,493,1233,14377,84,0,2264,0,578,0
95464,2012,25936,16434,174,880,1286,319,821,13140,159,0,1560,0,1448,0
95465,2012,68319,31531,4606,733,2734,1877,4637,45331,228,0,7949,371,1204,0
95466,2012,25542,14040,1030,303,759,426,1061,14011,165,0,1992,0,1062,0
95467,2012,129555,89065,1283,2092,5260,2708,7682,83482,799,0,13241,173,3546,0
95468,2012,22749,11484,563,259,1032,635,1071,12428,124,0,1716,0,895,0
95469,2012,34833,21280,3,426,1405,572,1518,20590,191,0,3056,0,1127,0
95470,2012,134954,85863,1379,1762,4938,2861,7326,82538,652,6,12825,280,4467,0
95472,2012,933000,493726,68929,7394,32945,24406,66654,640256,4243,532,115808,4927,19238,0
95476,2012,1365437,655552,200986,8180,47087,34811,109093,960492,6698,405,190641,10536,26195,0
95482,2012,596332,386900,20771,8061,20712,10286,28174,363274,3770,84,56409,1602,22614,0
95485,2012,38969,24309,858,982,1403,497,1199,22349,232,0,3231,0,1746,0
95490,2012,216516,142281,2393,3680,7602,3954,9909,125073,1258,33,18167,189,8684,0
95492,2012,914016,650718,56159,10166,20973,23109,61779,599958,5673,193,101485,2978,23989,0
95494,2012,6259,2397,49,0,449,104,375,4027,13,0,605,0,95,0
95501,2012,343548,230644,5407,4986,11509,3963,12126,205628,1998,18,30700,447,14112,0
95503,2012,490780,302118,9280,6153,19034,7963,23739,315071,2801,29,51224,1105,15708,0
95519,2012,361148,238548,9846,5105,11689,6738,17411,226279,2527,46,33614,768,11453,0
95521,2012,288357,176373,8636,3048,9028,4026,12305,181718,1634,29,29045,636,9114,0
95524,2012,73194,32970,1722,561,2312,1412,4875,51845,320,0,10420,396,1286,0
95525,2012,37216,25421,43,628,1237,498,1450,23421,207,0,3388,0,1245,0
95526,2012,5961,2521,0,162,253,61,101,3228,10,0,425,0,237,0
95527,2012,4728,2128,0,131,291,59,124,2805,0,0,371,0,112,0
95528,2012,17778,9024,108,456,623,299,821,10575,98,0,1396,0,555,0
95531,2012,339960,228993,2692,6079,10606,4303,13659,206156,2183,32,31348,423,14466,0
95536,2012,66503,37065,2736,732,2967,1205,3221,41996,344,0,6066,0,1792,0
95540,2012,262119,164776,8511,3893,10229,4136,11990,158668,1655,27,24363,766,9566,0
95542,2012,39397,12811,1729,220,1098,806,2076,23000,188,0,3880,0,744,0
95543,2012,16226,8638,69,231,729,272,759,10513,66,0,1568,0,434,0
95546,2012,28348,22666,0,1316,869,64,224,14252,317,0,1759,0,2378,0
95547,2012,31353,17957,87,401,1075,676,1717,19584,164,0,3117,0,941,0
95548,2012,10515,7119,-24,341,358,48,166,5513,61,0,717,0,649,0
95549,2012,21018,9891,414,193,885,479,1273,14282,107,0,2349,0,378,0
95551,2012,33516,19151,1582,413,992,420,1742,22123,201,0,3234,0,1036,0
95552,2012,4554,2485,0,175,203,48,127,2387,16,0,293,0,171,0
95554,2012,4161,1654,-16,0,165,67,126,2039,0,0,230,0,162,0
95558,2012,5017,1817,-4,0,290,0,94,2822,37,0,315,0,108,0
95560,2012,35083,11776,1027,243,693,747,1518,18593,250,19,2385,0,853,0
95562,2012,40645,28440,149,1095,1311,531,1360,21160,316,0,2633,0,2122,0
95564,2012,4525,3225,0,119,0,0,0,2435,31,0,301,0,238,0
95565,2012,14561,11337,0,502,301,58,171,7815,138,0,914,0,859,0
95567,2012,38420,26555,70,628,1167,589,1609,22179,217,0,3411,0,1705,0
95570,2012,61955,26350,2402,747,2699,1426,3829,36146,246,6,6485,191,1351,0
95573,2012,34441,18339,382,661,1359,582,1786,21501,141,0,3498,0,1162,0
95585,2012,2981,1435,0,0,0,0,0,1286,0,0,145,0,131,0
95589,2012,17266,4817,758,186,560,517,1007,9427,73,0,1373,0,370,0
95602,2012,589250,311291,33047,5081,28074,14810,41977,397746,2425,188,72465,2922,13695,0
95603,2012,785188,474959,19533,8159,28911,17655,51968,521907,3794,297,92060,2816,19730,0
95605,2012,196961,154545,457,4660,3724,2076,7356,107293,1441,7,16623,384,10899,0
95606,2012,43715,5147,0,0,0,173,401,39163,19,0,12408,0,479,0
95607,2012,7331,4947,53,0,279,120,378,4942,0,0,780,0,198,0
95608,2012,1973677,1114035,108072,17542,72050,30699,127044,1380689,8347,215,256216,10484,49257,0
95610,2012,885844,657809,3908,16322,29518,11510,35336,533902,5721,105,76232,476,34044,0
95612,2012,51078,26810,1019,710,1840,749,3674,34468,193,0,7077,165,1280,0
95614,2012,127440,82488,2509,1562,5719,2814,8039,85140,586,12,13909,210,2950,0
95615,2012,20557,13927,-29,399,763,174,687,12194,121,0,2086,0,695,0
95616,2012,1388010,745404,148326,3616,35075,25169,103484,1021656,5266,331,196832,11252,27073,0
95618,2012,1052101,735227,50558,3792,19550,27091,86907,767115,4707,241,161959,8991,20540,0
95619,2012,118648,76597,1625,1991,5550,1816,5271,72334,629,6,10629,102,4010,0
95620,2012,524044,392296,4868,11151,12234,8908,27470,327922,3729,159,51400,896,17197,0
95621,2012,831622,602837,2241,17661,30683,9583,29770,499079,5832,110,67921,236,31146,0
95623,2012,130564,87324,1147,1788,5642,2804,7770,83971,697,17,13634,273,3569,0
95624,2012,1679520,1272593,17924,19857,42250,34311,102085,1073413,12433,400,172773,3623,51041,0
95626,2012,129509,91380,2396,2373,4433,1886,5636,79352,787,15,11510,59,4528,0
95627,2012,73969,56517,1289,1791,1838,999,3073,42938,608,0,6204,158,3076,0
95628,2012,1518546,949862,69494,13441,56950,27790,96765,1058805,6127,232,197767,6068,33444,0
95629,2012,24380,14709,217,296,1226,580,1518,15625,54,0,2589,0,583,0
95630,2012,2760638,2104261,59946,18419,52225,65123,206846,1944661,12293,431,370605,13423,54987,0
95631,2012,162332,102299,2375,2567,6923,3301,9476,104475,787,21,16855,267,4563,0
95632,2012,606624,473198,4092,12286,15534,11168,30386,355050,5101,69,50140,466,24710,0
95633,2012,71692,43109,321,1256,3358,1532,3849,43219,331,0,6509,0,2029,0
